ident,id,type,name,latitude,longitude,elevation_ft,continent,iso_country,iso_region,municipality
16910,CO56,small_airport,Jjs Airport,39.96409988,-104.4629974,5075,NA,US,US-CO,Keenesburg
16912,CO58,small_airport,Wings N Things Airpark & Museum Airport,40.10580063,-104.9550018,5000,NA,US,US-CO,Firestone
16913,CO59,small_airport,Hay Fever Farm Airport,40.54579926,-104.564003,4840,NA,US,US-CO,Galeton
16914,CO60,small_airport,Horseshoe Landings Airport,40.10829926,-104.4309998,4800,NA,US,US-CO,Keenesburg
16915,CO61,small_airport,Golden Field (Yellow Hat) Airport,37.84220123,-105.2139969,7710,NA,US,US-CO,Gardner
16919,CO65,small_airport,Geary Ranch Airport,38.04579926,-105.4710007,8300,NA,US,US-CO,Westcliffe
16926,CO73,small_airport,Air-Sprayers Nr 2 Airport,38.09999847,-102.2170029,3610,NA,US,US-CO,Hartman
16929,CO76,small_airport,Eden Ranch Airport,38.83639908,-107.8659973,6150,NA,US,US-CO,Hotchkiss
16930,CO77,small_airport,Horth Strip,39.97859955,-104.5940018,5128,NA,US,US-CO,Hudson
16933,CO80,small_airport,Fowler Airport,38.07249832,-104.0459976,4428,NA,US,US-CO,Fowler
16934,CO81,small_airport,Hill Airport,39.62080002,-102.7440033,4345,NA,US,US-CO,Joes
16935,CO82,small_airport,Land Airport,40.09579849,-104.5889969,5000,NA,US,US-CO,Keenesburg
16937,CO84,small_airport,Idlers Field,39.60829926,-102.5410004,4159,NA,US,US-CO,Kirk
16939,CO86,small_airport,Granby Sports Park Ultralightport,40.04859924,-105.9380035,8110,NA,US,US-CO,Granby
16942,CO89,small_airport,Barber Field,38.77280045,-108.0439987,5050,NA,US,US-CO,Delta
16943,CO90,small_airport,Usaf Academy Bullseye Aux Airstrip,38.75830078,-104.3069992,6036,NA,US,US-CO,Ellicott
16945,CO92,small_airport,Frasier Ranch Airport,39.64170074,-103.6449966,5000,NA,US,US-CO,Last Chance
16946,CO93,small_airport,Perry Park Airport,39.25,-104.8909988,6700,NA,US,US-CO,Larkspur
16947,CO94,small_airport,Decker Farms Airport,39.70690155,-103.3519974,5050,NA,US,US-CO,Lindon
16948,CO95,small_airport,Wilson Ranch Airport,38.05279922,-107.9800034,9580,NA,US,US-CO,Telluride
16949,CO96,small_airport,Reed Hollow Ranch Airport,39.37170029,-104.7429962,6200,NA,US,US-CO,Franktown
16950,CO97,small_airport,Comanche Springs Ranch Airport,39.72079849,-104.322998,5435,NA,US,US-CO,Strasburg
16951,CO98,small_airport,Bowen Farms Nr 1 Airport,39.54999924,-105.0339966,5450,NA,US,US-CO,Littleton
18302,K00C,small_airport,Animas Air Park,37.20320129,-107.8690033,6684,NA,US,US-CO,Durango
18306,K00V,small_airport,Meadow Lake Airport,38.94580078,-104.5699997,6874,NA,US,US-CO,Colorado Springs
18330,K07V,small_airport,Cuchara Valley At La Veta Airport,37.5237999,-105.0090027,7153,NA,US,US-CO,La Veta
18331,K08,small_airport,Holly Airport,38.03329849,-102.1169968,3390,NA,US,US-CO,Holly
18406,K11V,small_airport,Easton/Valley View Airport,40.33050156,-104.6090012,4820,NA,US,US-CO,Greeley
18435,K17V,small_airport,Haxtun Municipal Airport,40.625,-102.6029968,4035,NA,US,US-CO,Haxtun
18438,K18V,small_airport,Platte Valley Airpark,40.09999847,-104.7009964,4965,NA,US,US-CO,Hudson
18522,K1V6,small_airport,Fremont County Airport,38.4280014,-105.1060028,5439,NA,US,US-CO,Ca̱on City
18523,K1V8,small_airport,Leach Airport,37.78469849,-106.038002,7598,NA,US,US-CO,Center
18530,K20V,small_airport,Mc Elroy Airfield,40.05369949,-106.3690033,7411,NA,US,US-CO,Kremmling
18629,K2V5,small_airport,Wray Municipal Airport,40.10029984,-102.2409973,3667,NA,US,US-CO,Wray
18630,K2V6,small_airport,Yuma Municipal Airport,40.10419846,-102.7129974,4136,NA,US,US-CO,Yuma
18647,K33V,small_airport,Walden Jackson County Airport,40.75040054,-106.2710037,8153,NA,US,US-CO,Walden
18857,K4V0,small_airport,Rangely Airport,40.09400177,-108.7630005,5275,NA,US,US-CO,Rangely
18858,K4V1,small_airport,Spanish Peaks Airfield,37.69660187,-104.7839966,6047,NA,US,US-CO,Walsenburg
19083,K7V2,small_airport,North Fork Valley Airport,38.83169937,-107.6460037,5798,NA,US,US-CO,Paonia
19085,K7V5,small_airport,Brush Municipal Airport,40.26390076,-103.5810013,4280,NA,US,US-CO,Brush
19088,K7V8,small_airport,Julesburg Municipal Airport,40.97079849,-102.3150024,3495,NA,US,US-CO,Julesburg
19089,K7V9,small_airport,City of Las Animas Bent County Airport,38.05279922,-103.2369995,3915,NA,US,US-CO,Las Animas
19147,K8V1,small_airport,Astronaut Kent Rominger Airport,37.71360016,-106.3539963,7949,NA,US,US-CO,Del Norte
19150,K8V7,small_airport,Springfield Municipal Airport,37.45869827,-102.6179962,4390,NA,US,US-CO,Springfield
19173,K99V,small_airport,Crawford Airport,38.70420074,-107.6439972,6470,NA,US,US-CO,Crawford
19209,K9V7,small_airport,Eads Municipal Airport,38.47510147,-102.810997,4245,NA,US,US-CO,Eads
19222,KA50,small_airport,Colorado Springs East Airport,38.87440109,-104.4100037,6145,NA,US,US-CO,Ellicott
19243,KAEJ,small_airport,Central Colorado Regional Airport,38.81420135,-106.1210022,7946,NA,US,US-CO,Buena Vista
19245,KAFF,small_airport,USAF Academy Airfield,38.96969986,-104.8130035,6572,NA,US,US-CO,Colorado Springs
19258,KAIB,small_airport,Hopkins Field,38.23880005,-108.5630035,5940,NA,US,US-CO,Nucla
19270,KAJZ,small_airport,Blake Field,38.78639984,-108.064003,5193,NA,US,US-CO,Delta
19272,KAKO,small_airport,Colorado Plains Regional Airport,40.17559814,-103.2220001,4714,NA,US,US-CO,Akron
19283,KANK,small_airport,Harriet Alexander Field,38.53829956,-106.0490036,7523,NA,US,US-CO,Salida
16498,KBDU,small_airport,Boulder Municipal Airport,40.03939819,-105.2259979,5288,NA,US,US-CO,Boulder
19435,KC08,small_airport,Silver West Airport,38.01110077,-105.3730011,8290,NA,US,US-CO,Westcliffe
19442,KC24,small_airport,Mineral County Memorial Airport,37.82080078,-106.9309998,8680,NA,US,US-CO,Creede
19459,KCAG,small_airport,Craig Moffat Airport,40.49520111,-107.5220032,6193,NA,US,US-CO,Craig
19482,KCEZ,small_airport,Cortez Municipal Airport,37.3030014,-108.6279984,5918,NA,US,US-CO,Cortez
19593,KD17,small_airport,Westwinds Airport,38.75749969,-108.1480026,5000,NA,US,US-CO,Delta
19654,KDRO,small_airport,Durango La Plata County Airport,37.1515007,-107.7539978,6685,NA,US,US-CO,Durango
19728,KEEO,small_airport,Meeker Airport,40.04880142,-107.8860016,6421,NA,US,US-CO,Meeker
19742,KEIK,small_airport,Erie Municipal Airport,40.0102005,-105.0479965,5130,NA,US,US-CO,Erie
19880,KFMM,small_airport,Fort Morgan Municipal Airport,40.33359909,-103.8040009,4569,NA,US,US-CO,Fort Morgan
19885,KFNL,small_airport,Fort Collins Loveland Municipal Airport,40.4518013,-105.0110016,5016,NA,US,US-CO,Fort Collins/Loveland
19903,KFTG,small_airport,Front Range Airport,39.78530121,-104.5429993,5512,NA,US,US-CO,Denver
19964,KGNB,small_airport,Granby Grand County Airport,40.08969879,-105.9169998,8203,NA,US,US-CO,Granby
19984,KGUC,small_airport,Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,7680,NA,US,US-CO,Gunnison
19991,KGWS,small_airport,Glenwood Springs Municipal Airport,39.50830078,-107.310997,5916,NA,US,US-CO,Glenwood Springs
19994,KGXY,small_airport,Greeley-Weld County Airport,40.43740082,-104.6330032,4697,NA,US,US-CO,Greeley
20038,KHDN,small_airport,Yampa Valley Airport,40.48120117,-107.2180023,6606,NA,US,US-CO,Hayden
20044,KHEQ,small_airport,Holyoke Airport,40.56940079,-102.2730026,3730,NA,US,US-CO,Holyoke
20194,KITR,small_airport,Kit Carson County Airport,39.24250031,-102.2850037,4219,NA,US,US-CO,Burlington
20317,KLAA,small_airport,Lamar Municipal Airport,38.06969833,-102.6880035,3706,NA,US,US-CO,Lamar
20343,KLHX,small_airport,La Junta Municipal Airport,38.04970169,-103.5090027,4229,NA,US,US-CO,La Junta
20345,KLIC,small_airport,Limon Municipal Airport,39.27479935,-103.6660004,5374,NA,US,US-CO,Limon
21632,KLMO,small_airport,Vance Brand Airport,40.1637001,-105.163002,5055,NA,US,US-CO,Longmont
20398,KLXV,small_airport,Lake County Airport,39.22029877,-106.3170013,9927,NA,US,US-CO,Leadville
20574,KMVI,small_airport,Monte Vista Municipal Airport,37.52730179,-106.0479965,7611,NA,US,US-CO,Monte Vista
18627,KPSO,small_airport,Stevens Field,37.28630066,-107.0559998,7664,NA,US,US-CO,Pagosa Springs
3794,KPUB,small_airport,Pueblo Memorial Airport,38.28910065,-104.4970016,4726,NA,US,US-CO,Pueblo
21038,KSBS,small_airport,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,6882,NA,US,US-CO,Steamboat Springs
21113,KSTK,small_airport,Sterling Municipal Airport,40.61529922,-103.2649994,4040,NA,US,US-CO,Sterling
21176,KTAD,small_airport,Perry Stokes Airport,37.25939941,-104.3410034,5762,NA,US,US-CO,Trinidad
21188,KTEX,small_airport,Telluride Regional Airport,37.9538002,-107.9079971,9070,NA,US,US-CO,Telluride
43072,US-0022,small_airport,Cable's Corner Airport,38.83570099,-104.1350021,6365,NA,US,US-CO,Rush
43081,US-0029,small_airport,Carrera Airpark,40.21659851,-104.9509964,4965,NA,US,US-CO,Mead
43098,US-0044,small_airport,Heckendorf Ranches-Georgia Pass Ranch Airport,39.40829849,-105.836998,9869,NA,US,US-CO,Jefferson
45985,US-0072,small_airport,Happy Canyon Aero Ranch Airport,38.41669846,-107.901001,6200,NA,US,US-CO,Montrose
45987,US-0074,small_airport,Henderson Airport,39.91669846,-104.8669968,5015,NA,US,US-CO,Henderson
45988,US-0075,small_airport,Silver Heels Airport,39.29169846,-105.875,9600,NA,US,US-CO,Como
45989,US-0076,small_airport,Frontier Airstrip,40.21250153,-104.9820023,4979,NA,US,US-CO,Mead
45990,US-0077,small_airport,Sand Arroya Airport,38.45280075,-103.5299988,4570,NA,US,US-CO,Sugar City
45991,US-0078,small_airport,Reid Ranches Airport,40.11660004,-104.3170013,4820,NA,US,US-CO,Roggen
321561,US-0336,small_airport,Big View Airport,40.764462,-104.928654,5600,NA,US,US-CO,Carr
16876,US-CO22,small_airport,Greenhorn Valley Airport,37.95970154,-104.7839966,5796,NA,US,US-CO,Colorado City
